StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,freq,know,freq2,deterministic_1,deterministic_2,deterministic_3,deterministic_4,deterministic_5,deterministic_6,deterministic_7,deterministic_8,probabilistic_1,probabilistic_2,probabilistic_3,probabilistic_4,probabilistic_5,probabilistic_6,probabilistic_7,probabilistic_8,hover,PROLIFIC_PID,STUDY_ID,SESSION_ID,condition
2023-06-24 21:08:57,2023-06-24 21:10:21,0,67.245.235.171,100,84,1,2023-06-24 21:10:22,R_1OVSy5P2DtGb3WD,,,,,40.6799,-74.0028,anonymous,EN,1,1,4,,,,,,,,,4,2,4,4,2,3,4,2,3,60edc8b4b70a4a4131a8bcfa,6497af9b5812d44d19ee6a07,6497afc0e2b9f89ef275f54b,probabilistic
2023-06-24 21:12:16,2023-06-24 21:13:45,0,24.179.32.244,100,88,1,2023-06-24 21:13:46,R_A72eeGNkVBsCmch,,,,,32.5919,-85.5203,anonymous,EN,1,1,2,,,,,,,,,2,2,2,2,3,3,4,3,3,6101f5eb4bc27ee995b02b1c,6497af9b5812d44d19ee6a07,6497b08a8206fbb4af13a6a2,probabilistic
2023-06-24 21:16:00,2023-06-24 21:16:42,0,162.193.107.81,100,42,1,2023-06-24 21:16:43,R_2wzCe5f0qM4H9Rb,,,,,34.0544,-118.2441,anonymous,EN,1,1,3,4,4,4,4,4,4,2,4,,,,,,,,,3,60fd9e8a7c7bd89ff4af7816,6497af9b5812d44d19ee6a07,6497b16b9058bfe4794227ed,deterministic
2023-06-24 21:17:54,2023-06-24 21:18:49,0,184.152.104.247,100,55,1,2023-06-24 21:18:50,R_1rOCDkPobGjbUdU,,,,,40.7584,-73.7973,anonymous,EN,1,1,1,,,,,,,,,1,1,1,1,2,1,2,1,3,62785b6530a3dfd84d8fc34a,6497af9b5812d44d19ee6a07,6497b1dc714bc251c2b09489,probabilistic
2023-06-24 21:19:05,2023-06-24 21:20:22,0,75.88.1.238,100,76,1,2023-06-24 21:20:23,R_4MmknarJd69cMiR,,,,,40.809,-79.5189,anonymous,EN,3,4,1,5,2,5,4,5,1,2,3,,,,,,,,,3,64135d9db0d03edba0b91c08,6497af9b5812d44d19ee6a07,6497b22427f616f723b350cb,deterministic
2023-06-24 21:19:55,2023-06-24 21:21:45,0,24.144.1.35,100,110,1,2023-06-24 21:21:46,R_28FK1dsK4h3cTJ3,,,,,35.0848,-92.4242,anonymous,EN,1,1,2,4,4,3,3,4,4,3,4,,,,,,,,,4,5d3bdd3e3dcf870019c76307,6497af9b5812d44d19ee6a07,6497b251afcf2a5ccbca52ff,deterministic
2023-06-24 21:20:26,2023-06-24 21:22:23,0,71.224.27.63,100,116,1,2023-06-24 21:22:24,R_1lnsbokynzkTYDi,,,,,39.9544,-75.1657,anonymous,EN,1,2,2,,,,,,,,,2,3,4,3,3,2,4,2,4,5766e623236f930001a69a32,6497af9b5812d44d19ee6a07,6497b263d78727c122956294,probabilistic
2023-06-24 21:21:59,2023-06-24 21:23:46,0,24.95.90.231,100,107,1,2023-06-24 21:23:47,R_1eCYeYM0VdJrA6j,,,,,39.7425,-84.6513,anonymous,EN,1,4,1,5,1,3,1,5,5,5,5,,,,,,,,,5,6111c28f3db4a360397970a7,6497af9b5812d44d19ee6a07,6497b2c257ccb576fdc25ae0,deterministic
2023-06-24 21:26:38,2023-06-24 21:27:31,0,76.244.39.8,100,53,1,2023-06-24 21:27:32,R_ufU6x4M9LDo4nux,,,,,37.3773,-122.0194,anonymous,EN,1,2,3,,,,,,,,,3,2,2,2,2,2,3,2,4,5ebfa1b06c113a392d7b16ad,6497af9b5812d44d19ee6a07,6497b3e84dbf380ccd49981c,probabilistic
2023-06-24 21:25:50,2023-06-24 21:28:50,0,73.220.186.66,100,180,1,2023-06-24 21:28:51,R_4NqeXXy6jYNbvBn,,,,,37.778,-121.2316,anonymous,EN,1,1,4,,,,,,,,,2,3,4,4,3,2,4,3,4,63ed2c1c840bed5a398b9e1f,6497af9b5812d44d19ee6a07,6497b3b3f5c10d3d4dbf7d1e,probabilistic
2023-06-24 21:29:04,2023-06-24 21:30:23,0,74.112.59.164,100,79,1,2023-06-24 21:30:24,R_1eqSzgJctKnSTHN,,,,,28.6271,-81.7264,anonymous,EN,1,2,1,5,4,4,3,4,4,3,4,,,,,,,,,4,628c2e1e3916aa699ba41227,6497af9b5812d44d19ee6a07,6497b478e26099474e94af2f,deterministic
2023-06-24 21:30:24,2023-06-24 21:31:54,0,174.49.148.30,100,90,1,2023-06-24 21:31:55,R_T2iNtzYMYZtzVDj,,,,,40.5488,-75.9874,anonymous,EN,1,2,1,,,,,,,,,3,2,3,3,2,3,4,2,1,56b395fa2bac74000d89c16f,6497af9b5812d44d19ee6a07,6497b4c8a4d361da3eac73b8,probabilistic
2023-06-24 21:30:39,2023-06-24 21:32:43,0,108.92.217.48,100,124,1,2023-06-24 21:32:44,R_2zbtZ496glmWwzE,,,,,39.0539,-95.7097,anonymous,EN,1,1,2,,,,,,,,,2,2,2,2,2,3,4,3,4,5e9fd54cd03d43182cc598fb,6497af9b5812d44d19ee6a07,6497b4d83bc5a345ba819ebf,probabilistic
2023-06-24 21:34:00,2023-06-24 21:35:44,0,73.71.161.102,100,104,1,2023-06-24 21:35:45,R_33eZApfJwapxeBc,,,,,38.4782,-122.7475,anonymous,EN,2,2,5,4,3,3,1,4,4,3,3,,,,,,,,,6,613a4dd078886bbc7a4a8819,6497af9b5812d44d19ee6a07,6497b59ee6d863bc3cb094ae,deterministic
2023-06-24 21:34:28,2023-06-24 21:36:04,0,132.147.141.144,100,96,1,2023-06-24 21:36:05,R_2QX1q7aiqtBODWt,,,,,41.0583,-96.3937,anonymous,EN,1,1,2,,,,,,,,,2,2,2,2,1,2,4,1,2,6434470f4d8f8a39b2db0e63,6497af9b5812d44d19ee6a07,6497b5b96453055f6a3e3440,probabilistic
2023-06-24 21:36:25,2023-06-24 21:37:11,0,104.32.218.231,100,45,1,2023-06-24 21:37:12,R_1BQOt8SDUSbwdJS,,,,,33.9854,-117.8972,anonymous,EN,4,2,5,4,4,2,3,4,2,1,2,,,,,,,,,6,64144beb43f059cf61508618,6497af9b5812d44d19ee6a07,6497b634cffcd4520259c37e,deterministic
2023-06-24 21:35:02,2023-06-24 21:37:12,0,172.251.115.241,100,130,1,2023-06-24 21:37:12,R_2CdcKWpyy74DDtY,,,,,34.1649,-119.172,anonymous,EN,2,3,4,5,5,2,3,5,2,3,3,,,,,,,,,4,6167393000206565f1cdaf7d,6497af9b5812d44d19ee6a07,6497b5d223c377e21e3e3449,deterministic
2023-06-24 21:35:44,2023-06-24 21:38:04,0,74.134.49.83,100,140,1,2023-06-24 21:38:05,R_3GqVJUeXzlNFKwO,,,,,37.1504,-84.5228,anonymous,EN,1,1,4,,,,,,,,,2,2,4,2,1,2,4,2,6,6447e67996ebef0f84372c0b,6497af9b5812d44d19ee6a07,6497b5fe835533c0c459c365,probabilistic
2023-06-24 21:38:49,2023-06-24 21:41:38,0,99.37.192.98,100,168,1,2023-06-24 21:41:39,R_1QWfNdfYUAlSVHj,,,,,42.5538,-82.9185,anonymous,EN,2,2,4,5,1,4,4,5,4,3,2,,,,,,,,,6,63fba9e68d9ff349947fece5,6497af9b5812d44d19ee6a07,6497b6ba7fb1d7787f499816,deterministic
2023-06-24 21:40:25,2023-06-24 21:41:48,0,68.102.72.20,100,82,1,2023-06-24 21:41:48,R_3frhV2nhbeHyZeu,,,,,38.0551,-97.9323,anonymous,EN,1,4,1,,,,,,,,,2,2,2,2,2,2,2,2,2,627466a4698e1ff237c3c79d,6497af9b5812d44d19ee6a07,6497b724f7371c7d1a9562b9,probabilistic
2023-06-24 21:39:48,2023-06-24 21:43:57,0,162.239.240.88,100,248,1,2023-06-24 21:43:57,R_11X7fKgL50nrbkO,,,,,35.1499,-90.0558,anonymous,EN,1,1,2,,,,,,,,,1,4,4,2,3,1,4,2,3,63d7a185b0243c3bf107239e,6497af9b5812d44d19ee6a07,6497b6fbeac282cafab350c7,probabilistic
2023-06-24 21:43:53,2023-06-24 21:44:56,0,99.98.2.162,100,63,1,2023-06-24 21:44:57,R_3Kpfaq2pgKKZcCM,,,,,34.0544,-118.2441,anonymous,EN,1,1,3,4,4,3,4,4,3,3,3,,,,,,,,,1,5ffc012cfbc94b13159ffab5,6497af9b5812d44d19ee6a07,6497b7f3f32059de273e3433,deterministic
2023-06-24 21:46:33,2023-06-24 21:47:44,0,66.75.104.23,100,71,1,2023-06-24 21:47:45,R_2Sov8WaffUmvzdj,,,,,21.4535,-158.0193,anonymous,EN,3,4,3,5,4,5,5,5,4,3,4,,,,,,,,,4,5e7aab0aa43b6e000b371af2,6497af9b5812d44d19ee6a07,6497b88ac8880b047f3f6b7b,deterministic
2023-06-24 21:47:52,2023-06-24 21:49:23,0,73.211.75.62,100,91,1,2023-06-24 21:49:24,R_2430Jvi4im9ke2O,,,,,40.5093,-88.9844,anonymous,EN,1,1,1,,,,,,,,,2,2,2,2,3,2,2,2,3,5f34d35369a2593f50228893,6497af9b5812d44d19ee6a07,6497b8deda85740c56819ee7,probabilistic
2023-06-24 21:48:10,2023-06-24 21:50:02,0,172.251.231.57,100,111,1,2023-06-24 21:50:03,R_3s7Ajln07uUcxVb,,,,,34.0903,-118.3749,anonymous,EN,1,1,4,5,3,1,2,3,2,4,5,,,,,,,,,4,63c7d37a9a6e45fae826e7d7,6497af9b5812d44d19ee6a07,6497b8f1f2db540a6d28782c,deterministic
2023-06-24 21:27:23,2023-06-24 21:50:32,0,72.176.160.171,100,1388,1,2023-06-24 21:50:33,R_3oHFJDZioB76rAt,,,,,31.1093,-97.6713,anonymous,EN,2,2,5,2,4,4,2,2,2,4,4,,,,,,,,,3,640d81b91241aa00454be61f,6497af9b5812d44d19ee6a07,6497b414a59524afbbbf7d00,deterministic
2023-06-24 21:49:45,2023-06-24 21:51:23,0,134.228.192.71,100,97,1,2023-06-24 21:51:24,R_1kUpFaogqqURE0g,,,,,41.5398,-83.5894,anonymous,EN,1,3,1,4,2,4,4,4,3,2,2,,,,,,,,,4,605fdb3d6e5f793b3e407d73,6497af9b5812d44d19ee6a07,6497b952679e0ec15f819ea9,deterministic
2023-06-24 21:47:09,2023-06-24 21:51:25,0,75.139.115.227,100,256,1,2023-06-24 21:51:26,R_1diCIhgAZGw3oU0,,,,,34.8611,-77.5885,anonymous,EN,2,3,4,,,,,,,,,3,4,3,2,1,2,3,2,5,62793bcd8628ada843f5282b,6497af9b5812d44d19ee6a07,6497b8b3fe6776205a9562a9,probabilistic
2023-06-24 21:51:40,2023-06-24 21:52:45,0,174.49.127.81,100,64,1,2023-06-24 21:52:46,R_2ceE8awLoRIlaka,,,,,33.8332,-84.6031,anonymous,EN,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,59387c17536c28000168c05c,6497af9b5812d44d19ee6a07,6497b9ca72ff68f920ee6a58,probabilistic
2023-06-24 21:51:43,2023-06-24 21:53:37,0,24.204.179.9,100,114,1,2023-06-24 21:53:38,R_1poMuymUt3lvS7T,,,,,42.9698,-85.9212,anonymous,EN,1,1,4,,,,,,,,,1,1,3,1,1,1,2,1,4,63fd2b9be840dc7e93705a23,6497af9b5812d44d19ee6a07,6497b9c30b7a37dcca0cb456,probabilistic
2023-06-24 21:53:14,2023-06-24 21:55:03,0,67.244.13.234,100,108,1,2023-06-24 21:55:04,R_25MmjtHTBrB3qg9,,,,,40.7513,-73.8244,anonymous,EN,2,3,4,4,5,4,5,5,3,4,4,,,,,,,,,4,5c328aa26558270001bd9571,6497af9b5812d44d19ee6a07,6497ba263bbff2c509ac73a4,deterministic
2023-06-24 21:52:49,2023-06-24 21:55:25,0,98.59.125.253,100,155,1,2023-06-24 21:55:26,R_xa4iAQvmKUeEaGd,,,,,44.8058,-93.6071,anonymous,EN,1,1,2,4,4,3,4,4,5,2,4,,,,,,,,,5,63ebda81350084a407936b16,6497af9b5812d44d19ee6a07,6497ba0456cd81b6cdfd3c31,deterministic
2023-06-24 21:59:36,2023-06-24 22:00:39,0,73.49.43.64,100,63,1,2023-06-24 22:00:40,R_1nOXlD8Ew5qIOtM,,,,,25.7689,-80.1946,anonymous,EN,3,3,4,,,,,,,,,2,4,3,3,3,4,4,2,4,63d7f71a9f013b20a05ea683,6497af9b5812d44d19ee6a07,6497bba26ff578397bac73d0,probabilistic
2023-06-24 22:01:15,2023-06-24 22:02:15,0,184.187.142.175,100,59,1,2023-06-24 22:02:15,R_1Mv3RN5ipej3Qtj,,,,,30.209,-92.0607,anonymous,EN,1,5,1,5,5,5,5,5,3,3,3,,,,,,,,,4,604926421556eec227e72f44,6497af9b5812d44d19ee6a07,6497bc0412f84e5a3c4e92e1,deterministic
2023-06-24 22:00:23,2023-06-24 22:02:45,0,76.210.206.247,100,141,1,2023-06-24 22:02:45,R_ebRSeIG3qP5e8EN,,,,,33.3438,-96.5635,anonymous,EN,1,1,4,4,5,4,4,4,4,4,4,,,,,,,,,3,642f45dda7fbedcf5a96c451,6497af9b5812d44d19ee6a07,6497bbcb2ecb2821f6b094d1,deterministic
2023-06-24 22:00:42,2023-06-24 22:03:07,0,70.191.178.89,100,144,1,2023-06-24 22:03:07,R_27VHkdDdTj77QTi,,,,,30.4236,-87.2261,anonymous,EN,1,1,2,,,,,,,,,1,3,2,2,2,2,3,2,3,60fee1bb31705d88353a6297,6497af9b5812d44d19ee6a07,6497bbe3ccec2e6c2bc20dac,probabilistic
2023-06-24 22:02:50,2023-06-24 22:03:39,0,104.177.107.47,100,49,1,2023-06-24 22:03:40,R_88hnzI2hBkbXJ2V,,,,,37.9786,-121.3147,anonymous,EN,1,4,1,,,,,,,,,3,3,3,3,3,3,3,3,1,611ddf2296bca8eae586206f,6497af9b5812d44d19ee6a07,6497bc5c16446b2ee9af9b3a,probabilistic
2023-06-24 22:03:52,2023-06-24 22:06:23,0,45.19.243.90,100,150,1,2023-06-24 22:06:23,R_12sZh7UFLncKhMz,,,,,33.5637,-84.2112,anonymous,EN,1,1,5,,,,,,,,,1,4,2,2,3,4,4,2,6,600ffdc49ffb9723cd2c1fa2,6497af9b5812d44d19ee6a07,6497bca156cd81b6cdfd3c9f,probabilistic
2023-06-24 22:06:29,2023-06-24 22:07:54,0,70.95.22.45,100,85,1,2023-06-24 22:07:55,R_2R3sR82qbHYi2jy,,,,,32.7203,-117.1552,anonymous,EN,2,1,3,4,3,4,4,3,3,2,2,,,,,,,,,3,6459b8128544c7f22edba161,6497af9b5812d44d19ee6a07,6497bd3c41e79c5f7ab350be,deterministic
2023-06-24 22:10:04,2023-06-24 22:11:14,0,66.27.154.124,100,70,1,2023-06-24 22:11:15,R_1gedKLDWc0dTJcZ,,,,,34.1468,-116.0629,anonymous,EN,3,2,4,4,4,2,3,3,2,2,2,,,,,,,,,5,5effc9de741f030c10ec7fef,6497af9b5812d44d19ee6a07,6497be139e967144d12877fd,deterministic
2023-06-24 22:10:49,2023-06-24 22:11:53,0,173.186.239.63,100,64,1,2023-06-24 22:11:54,R_3pbeL6GQbGWfmSU,,,,,35.2277,-92.3573,anonymous,EN,1,1,1,,,,,,,,,2,4,4,2,2,4,4,2,2,6318eecf08b48d388b9a6600,6497af9b5812d44d19ee6a07,6497be40a8a1b96aea5514cd,probabilistic
2023-06-24 22:13:16,2023-06-24 22:14:43,0,72.66.2.188,100,87,1,2023-06-24 22:14:44,R_3KxNizUjvMa8VyV,,,,,39.1063,-76.866,anonymous,EN,1,1,4,4,4,3,5,4,3,3,4,,,,,,,,,4,61019aaf0ae83dd2c1f7a889,6497af9b5812d44d19ee6a07,6497bed6e919d11128819f07,deterministic
2023-06-24 22:12:49,2023-06-24 22:15:03,0,98.224.146.135,100,133,1,2023-06-24 22:15:03,R_5A9H0Ml3wauacHn,,,,,42.2385,-83.1783,anonymous,EN,1,3,1,,,,,,,,,2,2,2,2,2,3,3,2,2,647616c1a39c1d76b201296d,6497af9b5812d44d19ee6a07,6497beb38a11f038d23f6bae,probabilistic
2023-06-24 22:15:53,2023-06-24 22:17:10,0,104.172.206.21,100,76,1,2023-06-24 22:17:10,R_d4skhZk9JU6fcDT,,,,,33.7908,-118.3248,anonymous,EN,2,3,3,5,4,3,4,4,3,2,2,,,,,,,,,2,5c7ecfbb4243370001ed2f0e,6497af9b5812d44d19ee6a07,6497bf736809d294efe891a5,deterministic
2023-06-24 22:14:27,2023-06-24 22:17:14,0,99.56.240.180,100,167,1,2023-06-24 22:17:15,R_1dhNgALCYKXCQZU,,,,,35.2296,-80.843,anonymous,EN,7,3,7,,,,,,,,,1,1,5,5,1,1,5,5,7,6482e45f5681f64b3868724e,6497af9b5812d44d19ee6a07,6497bf09008f7b46655514f8,probabilistic
2023-06-24 22:17:11,2023-06-24 22:19:41,0,71.215.58.111,100,149,1,2023-06-24 22:19:42,R_12xVyQJRuoJwLJs,,,,,26.6207,-81.8325,anonymous,EN,1,1,4,,,,,,,,,3,3,2,2,2,3,3,2,4,6486379af229c305ab5e63fa,6497af9b5812d44d19ee6a07,6497bfb78a7e0850db4e92f2,probabilistic
2023-06-24 22:20:41,2023-06-24 22:21:44,0,24.18.154.23,100,62,1,2023-06-24 22:21:45,R_2ZWw6JmSYjc053C,,,,,47.285,-122.5036,anonymous,EN,1,4,1,,,,,,,,,3,2,3,2,2,2,4,4,4,641c0a284d38c6abbc523a9d,6497af9b5812d44d19ee6a07,6497c09314971bc8fc6ef5ba,probabilistic
2023-06-24 22:21:59,2023-06-24 22:22:55,0,162.251.174.235,100,56,1,2023-06-24 22:22:56,R_20ZHclhlVq9ewAx,,,,,36.5246,-87.3465,anonymous,EN,6,5,7,,,,,,,,,3,4,2,2,4,5,5,3,7,5c3e97165e10030001591bb0,6497af9b5812d44d19ee6a07,6497c0dc06b71d6dbb1f84b4,probabilistic
2023-06-24 22:21:54,2023-06-24 22:23:12,0,99.93.1.78,100,78,1,2023-06-24 22:23:13,R_3ksIM6L0kfnlfjz,,,,,42.2316,-83.2659,anonymous,EN,1,1,3,5,5,4,3,4,2,2,2,,,,,,,,,4,6132cc58d1dcc24bcdb61606,6497af9b5812d44d19ee6a07,6497c0bb3c9a41eb04ac73ae,deterministic
